kill,abilityPower,armor,attackDamage,attackSpeed,healthMax,lifesteal,magicResist,movementSpeed,powerMax,y
0,38,-1,-39,12,5,0,0,-45,269,1
0,34,0,-39,13,12,0,0,-40,294,1
0,25,-4,-47,67,-96,0,-3,-143,382,1
0,2,-8,-45,26,16,0,-1,-35,507,1
0,24,-4,-39,34,-99,0,-2,-111,919,1
1,19,-47,-50,54,-160,0,-3,-250,979,1
1,-5,-2,-61,37,-474,-7,-2,71,881,1
0,31,-6,-63,-60,-250,-7,-3,-75,1038,1
0,19,-21,-59,-61,-353,-6,19,-249,1067,1
1,65,-33,-92,-8,-608,-7,-9,-100,1022,1
1,56,-34,-85,56,-392,-7,-5,-73,1203,1
2,53,-25,-163,-29,-494,-6,-7,0,1223,1
2,-6,-89,-138,11,-578,-6,-53,-76,967,0
1,-8,-99,-141,4,-732,-6,-56,53,1157,0
1,0,-90,-144,-21,-563,-6,-29,-118,1358,0
1,-25,-118,-158,103,-267,-6,-33,-80,1342,1
-3,-30,-124,-194,15,-706,-7,-35,-60,1273,0
-3,-80,-139,-263,70,-828,1,-34,-78,1388,0
-5,-96,-156,-224,10,-958,1,-13,-114,1357,0
-6,-89,-195,-227,-33,-1242,1,-51,-141,1649,0
-7,-65,-229,-225,-88,-1175,8,-62,-190,1601,0
-8,-69,-147,-271,73,-1161,8,-12,-528,1655,0
-8,-83,-233,-344,21,-1484,9,-68,-113,1710,0
-7,-53,-234,-320,-86,-1229,9,-71,-92,1781,0
-5,-95,-182,-253,0,-1418,9,-15,21,1753,0
-3,-77,-200,-237,3,-874,9,-76,-168,1962,0
-1,-126,-256,-232,22,-862,9,-136,83,2021,0
-1,-88,-250,-151,-86,-678,9,-134,-535,2103,0
-3,-334,-264,-175,-4,-904,8,-106,-413,1964,0
-2,-357,-279,-260,25,-753,8,-80,-166,2069,0
-2,-396,-339,-220,74,-986,8,-103,-92,2110,0
2,-382,-217,-213,24,-709,8,1,-224,2244,1
4,-413,-249,-265,16,-474,8,-79,-143,2386,0
5,-383,-176,-238,99,-358,8,-127,-468,2354,0
0,0,-13,0,0,2,0,0,10,9528,1
0,-9,-19,11,3,97,0,-8,25,9578,1
0,-13,-19,16,13,104,0,-8,229,9548,1
1,-9,-30,17,3,205,0,-6,-88,9568,1
2,-9,-38,34,29,233,0,-4,-9,9671,1
2,-9,-34,52,38,235,0,-4,-61,9544,1
1,31,-37,-9,27,181,0,-4,90,9787,1
0,31,-57,1,31,-114,0,-9,111,9805,1
2,26,-54,1,6,-40,0,-8,-350,9852,1
2,38,-49,1,58,-64,0,-5,-233,10046,1
-1,31,-66,42,24,-72,0,-31,14,10004,1
-2,11,-46,29,24,4,0,-31,18,10012,1
-2,11,-55,2,-32,-190,0,-34,16,9948,1
-1,26,-95,2,-21,-20,0,-45,-16,10023,1
-3,51,-79,39,-21,-236,0,-47,-248,9908,0
-4,31,-90,64,56,-391,0,-52,61,512,1
-5,-9,-26,3,37,-36,7,-44,198,10334,1
-5,-9,-25,6,87,-22,7,-43,-57,10288,1
-6,-29,-15,4,56,-415,7,-47,-78,10172,1
-7,-29,-25,3,2,-621,7,-51,-111,10055,0
-10,-4,-39,21,14,-923,8,-52,-146,10000,0
-11,-44,-14,-31,12,-924,8,-52,-166,10033,0
-13,-22,-30,-46,50,-1312,8,-57,-165,9862,0
-13,13,-19,-82,35,-823,8,-76,-53,9862,0
-16,-27,-30,-83,27,-1105,8,-83,-20,9768,0
-17,-34,-45,-108,27,-1455,8,-83,-8,9768,0
-17,-12,-40,-76,85,-1293,8,-76,-361,9845,0
-15,81,-11,141,95,-735,8,-67,-495,9924,0
-15,209,34,-45,63,-524,8,-94,57,9878,0
-18,175,-46,-78,86,-718,8,-135,10,9748,0
-19,141,-51,-104,32,-860,8,-138,152,9673,0
0,0,7,0,0,212,0,-2,20,-295,1
1,22,13,-29,-32,142,0,-10,-164,-270,1
1,16,13,-30,-30,146,0,-9,-73,30,1
1,42,4,-40,-65,33,0,-12,20,-38,1
2,42,9,-46,-44,151,0,-11,46,264,1
2,42,11,-66,-75,143,-7,-11,-52,146,1
3,22,14,-69,-51,392,-7,-7,-98,255,1
4,33,13,-32,-36,478,-14,16,10,552,1
4,23,7,-42,-102,510,-13,13,19,559,1
5,33,7,-45,-71,390,-13,15,23,635,1
5,113,7,-48,-59,376,-13,15,5,631,1
4,142,20,-13,-50,659,-13,4,331,600,1
3,126,-12,-121,-101,-50,-14,-16,39,412,0
1,113,-1,-129,-103,201,-14,-13,43,473,0
-3,155,-17,-132,-165,50,-13,-17,74,407,0
-3,130,-17,-129,-261,30,-13,-41,195,-178,0
-6,115,-44,-150,-261,-75,-13,-65,97,-246,0
-2,107,-17,-211,-249,-18,-12,-16,87,-280,0
-2,255,-8,-175,-231,330,-19,-13,27,140,0
1,261,15,-167,-186,664,-18,-1,32,248,0
2,266,6,-172,-174,799,-18,-9,7,167,0
2,349,-5,-157,-180,795,-18,-14,41,139,0
2,395,-6,-163,-198,868,-17,-37,268,88,0
2,428,8,-157,-198,1174,-24,-24,360,175,0
5,432,-11,-210,-265,1229,-31,-34,394,175,0
7,508,-15,-118,-236,1427,-31,-38,150,238,0
8,405,20,-99,-263,2072,-31,-14,176,426,2
8,486,2,-103,-276,2133,-24,0,82,423,2
12,436,10,-128,-297,2255,-24,3,144,441,2
12,365,15,-123,-257,2354,-24,5,212,480,2
0,0,10,0,0,177,0,0,0,-543,1
0,15,10,-11,4,247,-9,0,-387,-758,1
0,15,11,-12,6,251,-9,0,-123,-722,1
0,22,18,-25,21,335,-9,3,-12,-712,1
1,24,11,-24,60,263,-9,-1,-8,-827,1
2,37,20,-4,-37,428,-9,2,-6,-516,1
2,71,-5,-4,82,332,-9,5,5,-693,1
3,82,6,-2,108,526,-9,11,63,-719,1
5,94,13,-36,85,614,-8,14,110,-706,1
5,80,-5,-33,18,903,-8,-3,150,-1285,1
6,148,13,-30,72,898,-8,15,25,-994,2
5,168,3,-34,42,993,-12,9,5,-1135,2
7,98,9,-56,-20,986,-12,4,-246,-1124,2
5,183,36,-104,15,1160,-12,37,-50,-1317,2
5,183,12,-91,-38,1266,-19,36,29,-1329,2
7,186,17,-103,59,1399,-18,37,-46,-1720,2
8,206,39,-103,124,1603,-18,33,171,-1815,2
9,271,63,-84,-62,1721,-18,40,81,-1857,2
9,291,114,-97,-19,2035,-18,47,54,-1837,2
8,301,114,-140,-86,2133,-18,47,160,-1917,2
8,312,130,-83,98,2204,-18,46,-186,-1948,2
8,347,99,-87,3,1793,-17,12,225,-2044,2
8,477,173,-20,3,1840,-24,47,139,-1922,2
11,382,148,-8,103,1890,-24,19,-4,-1888,2
0,0,-2,0,0,-142,0,3,15,-412,1
0,22,-2,4,5,-87,0,3,-10,-412,1
0,24,1,6,17,-17,0,4,13,-382,1
-1,38,-2,10,15,-67,0,7,128,-559,1
-2,-34,-14,11,26,-320,0,1,-23,-637,1
-2,-49,-14,11,-2,-344,0,12,11,-709,1
-2,-11,-8,7,-19,-184,0,2,27,-749,1
-1,-59,5,14,38,-79,0,2,16,-802,1
0,-70,27,32,-33,220,0,22,100,-1150,1
0,-56,-16,31,93,-580,7,23,449,-1673,1
0,-6,-12,0,127,-510,7,25,-48,-1672,1
-1,-9,-13,29,20,-370,7,25,276,-1731,1
-3,-23,-1,45,-37,-116,7,45,-83,-2116,1
-4,-40,-13,26,79,-473,7,19,-154,-2516,1
-3,-69,19,37,38,298,7,24,-114,-2475,1
-4,-51,-13,1,6,-266,7,-5,-87,-2582,1
-6,-103,-17,15,21,-290,7,-6,34,-2619,1
-6,-182,-28,-2,30,-431,7,-4,35,-2593,1
-5,-235,-20,-2,6,-209,7,0,136,-2646,1
-8,-285,-45,49,-21,-239,7,-2,-20,-2702,1
-9,-346,-50,65,-21,-402,7,-4,-235,-2750,1
-9,-368,-27,51,4,-322,7,38,240,-2865,1
-10,-282,-37,59,-76,-790,7,37,-235,-2903,1
-15,-347,-58,58,-123,-692,7,37,39,-2958,1
-14,-437,-76,39,122,-810,7,35,104,-3019,1
-14,-423,-76,39,122,-810,7,35,-103,-3019,1
0,0,10,0,0,132,0,0,-10,-9674,1
0,-8,16,-28,53,117,0,0,-369,-9674,1
0,-41,32,-18,33,75,0,0,-10,-9646,1
1,-42,39,-19,159,60,0,0,-81,-9591,1
1,-20,16,-22,53,57,0,0,178,-9554,1
2,-35,27,-22,43,124,0,1,-10,-9680,1
2,-46,31,-57,48,-3,0,2,-170,-9665,1
1,1,18,-47,48,-117,0,-2,-27,-9115,1
0,-21,31,-65,114,-128,0,-2,-10,-9041,1
-2,42,13,-54,132,84,0,3,21,468,1
0,-25,10,-7,89,-451,0,-1,60,-9112,1
1,25,51,-25,70,-336,1,1,60,-8953,1
0,-20,16,-29,86,-335,1,27,244,-8910,1
1,22,50,29,93,-545,0,38,-148,-8899,1
2,74,65,21,118,-523,1,40,149,-8974,1
4,88,42,24,122,-434,2,21,39,-8266,1
6,88,30,21,152,-457,2,21,192,-8476,1
7,-126,-5,-24,226,-61,4,0,102,-8417,1
8,28,53,32,325,147,4,25,97,-8439,1
8,-28,51,100,240,133,-3,25,152,-8398,1
11,-48,51,108,157,55,-3,23,38,-8365,1
11,-48,48,98,167,-52,-3,22,290,-8415,1
0,0,0,0,0,191,0,-8,-10,79,1
0,2,-6,-18,-6,456,0,0,-10,-161,1
0,2,-5,-23,-7,467,0,0,-10,-176,1
1,4,14,-24,31,642,0,3,-15,-96,1
2,4,18,-19,129,518,0,2,-271,-122,1
2,4,13,-28,8,379,0,-1,-227,-183,1
3,4,25,-51,-15,789,0,-22,-155,-93,1
4,44,28,-85,147,717,0,-23,-32,413,1
2,44,19,-49,-17,670,-1,-24,235,355,1
3,46,35,-23,21,771,-1,-21,-346,445,1
3,37,9,-58,-34,559,0,-23,-332,363,1
3,92,20,-53,-30,702,-1,5,-130,803,1
4,92,41,-107,-12,915,8,9,-103,931,2
4,102,36,-114,-19,954,7,7,-162,965,2
2,107,32,-124,-22,1373,6,8,-151,1051,2
3,117,81,-131,4,1388,13,17,-322,1068,2
3,117,68,-131,-57,1286,13,13,-94,1075,2
0,0,-17,0,0,-22,0,3,-5,-87,1
0,12,-40,-6,-8,-27,0,11,0,-87,1
0,12,-65,-6,-68,-20,0,11,-5,-43,1
0,12,-68,-4,-46,-5,0,10,0,-122,1
0,-28,-53,-16,-57,158,0,34,-5,-234,1
0,-3,-41,-20,-15,312,0,33,97,-215,1
3,3,-32,-24,-49,442,1,38,-17,-585,1
3,67,-64,0,-54,192,0,30,53,-787,1
2,35,-26,15,-128,646,-1,40,15,-731,1
3,22,-65,-1,-34,248,-6,38,115,-796,1
4,30,-74,27,51,66,-6,31,80,-944,1
3,83,-63,103,-40,164,-7,32,100,-641,1
3,62,-40,81,1,-270,-9,33,-130,-642,1
5,34,-90,101,-130,-235,-7,1,60,-722,1
5,162,-129,101,16,-185,-7,-36,81,-724,1
6,213,-115,110,71,24,-7,4,36,-883,1
4,233,-98,90,-61,-312,-7,20,35,-1048,1
4,177,-121,9,-37,68,-6,-23,205,-507,1
5,270,-82,41,71,184,-6,-46,15,-520,1
2,267,-150,18,7,-155,-7,-55,-127,-691,0
2,278,-115,2,-65,-60,-7,-56,24,-633,0
5,277,-136,-33,88,368,-13,-60,80,-523,1
5,293,-93,4,34,570,-13,-33,102,-420,1
7,251,-105,-18,93,472,-13,-27,84,-463,1
6,346,-118,45,104,865,-24,-21,246,-269,1
6,377,-104,56,39,960,-23,-20,-134,-344,1
6,463,-70,41,-20,868,-23,-25,189,-238,1
3,412,-193,-44,-129,426,-25,-94,286,-422,0
2,353,-164,42,38,862,-25,-60,19,-324,0
3,305,-256,-24,96,876,-25,-110,-232,-329,0
4,323,-251,-18,-127,1279,-25,-60,207,-90,0
3,386,-277,-18,-96,674,-25,-77,429,-393,0
4,431,-384,-72,-81,244,-25,-92,-234,-576,0
4,431,-338,-72,90,244,-25,-69,219,-576,0
0,0,-17,0,0,-16,0,-2,-20,-228,1
0,17,-44,10,20,44,-9,-2,-20,-203,1
0,17,-35,13,19,49,-9,-2,-20,-203,1
-1,17,-41,5,16,-98,-9,-4,-52,-295,1
-2,17,-52,0,10,-246,-9,-8,11,-47,1
-2,35,-41,28,22,-6,-9,-5,122,155,1
-3,73,-73,60,-18,-70,-9,-8,40,189,1
-4,33,-75,57,43,-250,-9,-11,-45,-195,1
-4,53,-99,2,29,-753,-8,-34,-115,-72,0
-4,53,-93,13,48,-575,-13,-31,-109,58,0
-6,78,-91,35,45,-623,-13,-33,-70,299,0
-6,38,-82,42,49,-416,-13,-31,-90,343,0
-4,38,-66,43,47,-403,-13,-32,-39,347,1
-4,53,-78,65,50,-402,-13,-32,-20,300,1
-5,81,-85,64,47,-307,-13,-32,86,576,1
-5,81,-114,79,42,-337,-12,-62,-132,245,0
-3,22,-104,116,23,-476,-12,-60,-187,581,0
-4,-3,-94,145,125,-671,-11,-65,355,581,1
-4,1,-64,132,109,-609,-11,-61,162,488,1
-5,-36,-98,156,124,-840,-11,-61,165,491,1
-5,-6,-91,165,92,-836,-10,-64,206,420,1
-7,-86,-88,161,109,-829,-15,-69,-73,393,1
-7,-23,-88,166,103,-1051,-15,-100,67,308,0
-8,-117,-90,164,108,-942,-14,-69,44,330,1
-8,-87,-66,163,112,-828,-14,-82,303,330,1
-5,-65,-80,226,61,-424,-13,-69,169,466,1
-7,-27,-65,271,65,-819,-13,-61,239,265,1
-8,-5,-49,281,26,-954,-13,-61,-35,244,1
-8,-210,-158,152,64,-1225,-13,-91,-262,80,0
-10,-189,-147,188,19,-1379,-13,-87,-226,112,0
-10,-230,-144,230,42,-1749,-13,-82,-210,63,0
-10,-121,-156,295,39,-1850,-16,-89,-49,-36,0
-13,-90,-190,270,32,-2112,-16,-88,-271,-158,0
-13,-65,-183,308,34,-1906,-9,-137,-245,-159,0
-12,-143,-262,256,28,-1927,-17,-136,-203,-117,0
-14,-157,-460,249,-57,-3004,-17,-221,-551,-169,0
-15,-117,-319,323,-28,-2638,-21,-160,-211,-260,0
-13,8,-214,264,37,-2546,-28,-136,-509,-213,0
-14,-432,-239,63,40,-2564,-28,-126,-648,-180,0
-18,-402,-212,44,-13,-2564,-28,-99,-221,-180,0
0,0,-11,0,0,75,0,-4,-35,74,1
0,21,-17,-22,-3,155,0,-4,-35,74,1
0,18,-16,-22,-4,154,0,-4,-35,101,1
0,24,-23,-27,2,173,0,-8,-171,182,1
-1,24,-15,-75,-24,-39,7,-8,-10,197,1
0,25,-17,-78,-29,-72,7,-8,-23,296,1
-1,25,-22,-77,-8,-171,8,3,302,464,1
-3,47,-26,-52,22,-314,8,-12,-15,430,1
-3,42,-50,-82,74,-208,9,-11,-172,474,1
-4,62,-49,-78,-3,-482,10,-14,-50,792,1
-3,53,-43,-97,55,-335,12,-13,-92,947,1
-6,63,-70,-150,2,-703,12,-43,-384,896,0
-8,82,-60,-153,34,-593,12,-42,109,1316,0
-10,116,-76,-192,-26,-733,12,-55,220,1315,0
-12,146,-105,-201,-44,-997,13,-82,106,1012,0
-13,161,-149,-232,-19,-1286,13,-97,-60,995,0
-15,177,-146,-210,-46,-1205,13,-96,213,1096,0
-15,182,-180,-275,-101,-1354,14,-98,-315,1153,0
-16,193,-176,-242,22,-1364,14,-95,-67,1237,0
-20,218,-160,-259,-33,-1541,14,-96,141,1214,0
-19,218,-170,-290,30,-1787,15,-139,-118,1126,0
-22,251,-173,-288,-27,-1685,15,-141,186,1198,0
-22,159,-168,-292,-16,-1717,15,-141,-342,1262,0
-23,179,-168,-300,-26,-1567,15,-141,-190,1268,0
0,0,-6,0,0,67,0,-5,0,9733,1
0,30,-18,33,18,68,0,3,71,9733,1
1,17,-21,44,-7,1,0,2,-32,9710,1
2,34,-92,35,-15,-14,0,-18,121,9657,1
3,46,-30,32,37,149,0,4,-238,9622,1
4,62,-25,44,136,245,1,5,-14,9622,1
5,8,-112,71,-17,225,1,-16,46,9626,1
4,109,-38,54,87,27,1,0,38,9477,1
3,14,-26,65,41,297,1,5,301,9281,1
4,-10,-29,66,75,435,1,3,65,8902,1
5,72,-25,81,59,509,8,4,-41,8946,1
9,44,-32,94,120,346,8,6,-195,8948,1
9,161,-45,102,100,105,9,28,-198,8571,1
10,204,-51,109,109,242,10,19,28,8536,1
11,261,-47,195,257,195,11,70,105,8573,2
11,335,-69,152,104,93,12,42,103,8566,1
13,284,-55,198,258,230,12,46,-437,8324,2
15,309,-71,186,99,59,13,46,-265,8322,2
16,309,-297,254,191,116,13,-2,302,8343,1
17,229,-67,257,176,-118,13,86,72,8375,2
14,367,-265,247,142,-320,12,39,172,8850,1
15,329,-252,253,112,-275,12,44,54,8920,1
14,260,-101,293,186,-450,12,57,544,8847,1
14,115,-101,333,235,-420,11,58,-30,8807,1
16,392,-93,343,150,-376,11,92,386,8861,2
18,482,-85,338,118,-376,11,92,194,8861,2
0,0,-3,0,0,152,0,-4,-15,207,1
0,18,-8,4,10,191,0,-9,-10,207,1
0,15,-8,-1,0,177,0,-9,-6,243,1
0,6,-6,-21,-67,199,0,-8,133,341,1
2,1,-2,32,-17,467,1,-6,-115,139,1
3,-7,-3,33,-14,490,1,-6,-156,210,1
4,20,8,-16,-83,469,2,-8,-163,192,1
4,-98,18,53,-15,670,2,-5,62,238,1
4,-69,13,12,-91,586,3,-6,2,517,1
4,-79,31,-4,19,603,3,-6,57,580,1
5,-110,37,-14,-9,270,9,-8,258,568,1
5,-157,85,82,32,272,9,31,26,405,1
6,-142,43,-20,-37,206,8,22,161,404,1
5,-107,68,-34,-52,122,8,57,188,675,1
7,-110,96,-29,-67,422,9,66,113,830,2
10,-118,110,46,-65,738,2,70,-16,956,2
11,-136,115,36,-24,756,2,76,1,1235,2
9,-128,102,56,-35,522,18,100,696,1217,2
9,-142,111,70,74,736,24,67,-14,1313,2
8,-221,96,-39,-111,1177,23,88,103,1240,2
11,-235,118,-31,-103,1894,23,96,-59,1733,2
13,-231,113,0,-36,2370,23,95,290,1742,2
15,-315,155,-10,-146,3148,29,133,232,1947,2
16,-400,-25,-109,-122,3422,27,9,72,1878,2
17,-464,232,17,-89,3312,27,132,24,2004,2
20,-498,248,150,-45,3865,28,164,249,2093,2
19,-558,253,84,-93,3766,27,170,381,2068,2
20,-421,208,62,-72,3904,20,169,186,2032,2
23,-357,225,69,-66,4638,20,178,-25,2345,2
0,0,10,0,0,113,0,-5,-45,-79,1
0,-30,10,16,3,63,0,-5,-35,-79,1
0,-47,10,4,60,53,0,-6,-153,-116,1
0,-30,10,12,-55,44,0,-9,-20,-64,1
0,-49,25,14,107,205,0,2,-42,-189,1
0,-67,10,-6,-34,26,1,-8,-216,-222,1
0,-96,0,-5,14,292,1,-6,-90,-99,1
-1,-127,-12,-29,-20,121,1,-11,-188,-134,1
-3,-122,-9,10,-60,58,1,-7,-229,-145,1
-2,-123,-10,0,29,-117,2,18,-243,-188,1
-2,-117,-10,2,-51,-243,-14,14,-183,-477,1
-2,-197,-11,33,70,-387,3,17,198,-601,1
-1,-250,5,15,45,-531,4,15,-64,-953,1
0,-169,-10,13,134,-532,4,-10,-86,-1033,1
-3,-181,-15,82,46,-583,-13,-7,38,-1411,1
-5,-224,-70,61,-50,-453,5,-33,-57,-1084,1
-5,-226,-16,25,57,-552,-13,-6,101,-1200,1
-5,-289,-17,79,-24,-599,5,-21,216,-1189,1
-3,-58,-15,116,36,-527,13,-8,30,-1263,1
-4,-266,-33,67,41,-1018,13,-42,-10,-1263,1
-7,-389,1,60,-21,-1137,13,-43,-17,-1312,1
-7,-482,9,17,-44,-1232,13,-47,91,-1371,1
-9,-599,-34,-53,-3,-2050,13,-54,-42,-1183,1
-14,-645,-47,-19,-87,-2130,-7,-63,-49,-1232,0
-14,-704,-39,-51,-48,-2130,-7,-55,-183,-1232,0
0,0,5,0,0,-72,0,7,10,-168,1
0,18,5,19,5,-7,-9,-1,-351,-168,1
0,18,5,19,34,5,-9,-1,10,-225,1
-1,14,6,18,9,54,-9,1,186,-392,1
-1,14,3,22,61,-2,-9,0,10,-505,1
-2,39,0,29,16,-216,-9,-2,228,-622,1
-2,-10,9,6,21,-20,-9,1,60,-888,1
-4,17,-34,6,18,-386,-9,-39,-211,-1056,1
-3,-86,15,62,36,28,-15,5,-17,-1030,1
-4,-60,22,48,68,10,-20,1,-213,-1231,1
-2,-108,6,43,84,-194,-19,1,-4,-1278,1
-2,-28,24,56,120,224,-19,7,-4,-1159,1
0,-43,22,33,77,-36,-19,3,11,-1663,1
2,-43,48,36,42,233,-18,18,346,-1603,1
4,42,27,55,41,823,-17,22,31,-1601,1
2,38,18,52,34,656,-17,43,123,-1712,1
5,18,13,55,-13,902,-17,23,-215,-1717,2
6,84,15,55,40,1052,-16,25,84,-1729,2
7,66,0,156,3,1457,-9,26,118,-1737,2
7,109,-184,141,-58,878,-9,-31,-210,-1799,1
7,44,4,146,32,1334,-9,-32,131,-1919,2
7,44,9,149,35,1470,-9,-29,-94,-1892,2
10,14,20,134,35,1319,-21,-36,308,-1935,2
10,124,33,135,36,1180,-21,-71,-84,-1955,2
11,151,47,128,37,1227,-21,-60,-67,-2032,2
11,102,38,142,39,1547,-21,-44,-17,-1986,2
14,82,51,132,38,1516,-25,-69,86,-2217,2
13,180,78,215,56,1639,-25,-64,-21,-2278,2
14,233,51,232,-1,1511,-25,-71,-305,-2403,2
14,217,59,238,55,1360,-25,-49,-85,-2400,2
14,200,42,257,58,1390,-25,-47,15,-2494,2
13,-79,21,110,50,1140,-25,-61,-25,-2513,2
14,105,-33,239,-20,482,-25,-58,-235,-2705,1
14,65,-12,215,44,561,-25,-55,157,-2751,1
14,178,-12,267,54,574,-25,-55,-33,-2751,2
9,199,-64,233,42,77,-25,-81,-33,-3005,1
9,199,-36,233,42,77,-25,-63,-33,-3005,1
0,0,-12,0,0,-76,0,-2,-2,525,1
0,-12,-18,-5,17,-56,0,6,-355,765,1
0,-9,-15,-3,-5,18,0,6,7,789,1
0,-9,-18,-10,-2,-48,0,4,1,857,1
-2,-23,-20,-15,0,-113,0,3,273,970,1
-1,-40,-27,-46,-26,-266,0,0,23,965,1
0,-36,-20,-68,58,-108,0,2,78,1369,1
1,-9,-16,-36,31,-25,0,-8,-203,1540,1
2,14,-12,-66,26,-24,0,5,71,1613,1
5,50,-13,-36,90,-87,0,4,38,2039,1
5,74,-9,-33,33,-230,0,4,-92,2125,1
5,117,-12,-56,14,-317,0,2,13,2465,1
5,115,-15,-49,54,-401,0,-13,-206,2464,1
1,140,-35,-54,-17,-387,0,0,113,2503,1
0,132,-40,-45,66,-466,7,24,92,2467,1
-1,142,-51,-108,5,-577,7,16,208,2495,1
-1,157,-44,-115,-57,-598,0,22,150,2836,1
-1,187,-46,-63,-47,-588,0,17,0,2885,1
0,181,-28,-101,-73,-347,0,26,90,2962,1
-1,208,-27,-88,-109,-216,0,49,36,3029,1
-2,71,-43,-115,-160,-469,-1,43,292,2898,1
-2,71,-38,-47,-158,-353,-1,45,35,2929,1
-3,84,-33,-135,-111,17,-1,61,84,3044,1
-2,110,-43,-118,-171,-26,-1,33,142,2953,1
-1,80,-43,-91,-176,311,-1,39,-49,3093,1
0,115,-62,-73,-305,649,-1,26,105,3418,0
2,148,-71,-66,-163,615,-1,21,-364,3424,1
5,198,-43,21,-187,1105,-1,33,-173,3635,2
7,329,-8,11,-173,891,-1,30,66,3548,2
7,483,-2,15,-212,1017,-1,31,569,4178,2
7,366,-9,-11,-218,838,-1,27,639,4179,2
7,500,-10,-55,-189,763,-1,26,-287,4172,2
4,521,-22,-11,-334,425,0,23,275,4108,2
4,420,-60,-45,-240,447,0,23,488,4126,1
2,543,-82,-91,-273,256,0,14,146,3969,0
2,517,-70,-89,-249,519,0,18,312,4054,0
4,582,-52,-51,-259,904,-11,0,145,4220,0
4,598,-52,-85,-259,904,-11,0,122,4220,0
5,710,-73,-10,-223,680,-11,-14,-74,4118,0
6,410,-16,-21,-275,648,-11,-3,116,4202,2
6,466,-16,-21,-275,648,-11,-3,112,4202,2
0,0,23,0,0,375,0,2,0,366,1
0,-24,23,31,10,428,0,2,-5,366,1
0,-30,23,30,23,403,0,2,0,411,1
-1,-24,19,25,33,138,0,2,-25,439,1
-4,-31,18,18,21,51,0,3,552,381,1
-3,-13,23,35,-4,-221,0,3,-54,377,1
-2,-2,21,35,55,-273,0,4,-11,401,1
-2,-2,28,45,-9,-206,-7,8,-90,454,1
-3,23,-14,23,-18,-412,-7,-22,-182,402,1
-4,20,-15,69,-72,-378,-7,-24,-277,426,1
-5,5,-15,57,53,-535,1,-21,-135,378,1
-4,5,-40,24,20,-458,1,-24,-46,399,1
-5,30,-31,43,39,-235,0,-20,60,464,1
-5,30,-46,45,-20,-382,0,-32,-77,457,1
-7,4,-76,86,-20,-939,1,-32,175,393,1
-6,5,-84,11,68,-900,1,-30,-54,484,1
-8,15,-52,31,72,-889,0,-31,-88,445,1
-10,2,-51,-6,22,-1279,0,-36,80,345,0
-13,-40,-67,14,-68,-1672,0,-36,-2,124,0
-16,14,-37,9,-43,-2069,-7,-41,47,49,0
-18,-55,-67,-97,-57,-2302,-14,-41,136,-269,0
-21,-32,-91,-108,-79,-2664,-15,-49,-79,-340,0
-24,-30,-114,-106,-20,-2951,-15,-44,105,-120,0
-26,-31,-19,-131,-10,-2856,-8,-19,297,138,0
-30,4,-98,-105,-3,-3297,-7,-22,87,-133,0
-30,4,-143,-135,-3,-3297,-7,-22,82,-133,0
0,0,-15,0,0,4,0,-2,0,512,1
0,30,-16,-41,12,94,0,-19,-359,537,1
0,30,-16,-41,30,14,0,-19,0,519,1
0,30,-11,-40,0,183,0,-17,-25,708,1
1,30,-9,-42,-11,206,0,-18,-255,730,1
3,30,-9,-71,58,208,0,-16,96,740,1
3,95,-12,-32,92,287,0,-18,88,713,1
5,95,-7,-57,158,318,0,-19,-75,782,1
6,95,-9,-75,54,238,7,-17,-159,776,1
8,102,5,-63,48,650,9,-14,-40,868,1
9,223,-9,-64,121,836,16,-17,-20,855,1
12,257,15,-56,87,844,16,-13,20,943,2
16,299,36,-35,166,1355,16,0,82,1042,2
16,268,4,-54,94,1078,16,-12,75,1012,2
19,276,14,-58,154,1213,2,-9,-129,1028,2
18,275,23,0,121,1050,2,-7,117,1054,2
19,261,22,23,26,1168,9,-10,143,1080,2
0,0,13,0,0,53,0,1,-15,-247,1
0,-45,13,4,26,-80,0,9,-18,-247,1
0,-45,13,3,25,-73,0,9,-18,-252,1
0,-48,31,-1,39,-12,20,11,-150,-140,1
1,-47,19,5,41,-17,0,10,-221,-39,1
0,-18,5,8,68,-479,7,7,-140,14,1
1,-44,7,-20,76,-490,7,9,-47,136,1
1,-21,22,23,138,-481,7,8,53,76,1
3,-24,21,18,141,-285,7,-16,-42,106,1
3,-63,17,49,157,-812,7,-16,-7,312,1
3,-81,20,47,183,-799,7,-16,83,4,1
4,-101,34,30,191,-390,6,-11,-228,222,1
2,-91,8,34,132,-831,6,-26,-69,416,1
2,-94,38,24,96,-483,6,-7,-75,405,1
2,-107,38,27,96,-635,5,-30,-100,327,1
4,-23,-2,62,171,-693,5,-61,-224,412,1
2,-93,9,88,159,-938,5,-64,336,644,1
4,-88,11,119,171,-908,4,-69,-171,733,1
4,-110,16,45,200,-752,4,-68,54,862,1
0,-107,-23,115,162,-1460,3,-76,148,770,1
0,-192,-13,70,227,-1386,3,-72,23,816,1
1,-135,4,109,275,-1287,3,-97,-4,671,1
0,-88,13,111,246,-1468,3,-95,408,744,1
0,-211,-22,78,309,-1387,4,-95,-55,740,1
-1,-316,15,88,438,-1352,4,-55,6,755,1
-2,-278,2,121,450,-1703,4,-59,40,629,1
-1,-349,67,101,466,-1773,4,-55,-366,726,1
